년도,학기,학과명,과목코드,과목명,분반,주야,이수구분명,교수성명,학점,수강정원,개설여부,강의실명,수강인원,수업시간,수업시간,수업시간,성적평가방식구분,영의강의여부,학년,코드쉐어링과목코드,코드쉐어링분반,코드쉐어링되어진과목,코드쉐어링수강여부,비고,개설세부,인정영역구분,인정영역구분명
2016,1,글로벌리더십학부,GEK10089,외국인을 위한 한국 언어와 문화,2,주간,교양선택필수,조정수,3,40,Y,NMH 402,17,"금5,금6","금5,금6","금5,금6",일반과목,Y,1,,,,N,"재외, foreign students only",1,W27,인문학
2016,1,글로벌리더십학부,GEK20028,인간관계와자기성장,3,주간,교양선택,이영희,3,40,Y,NMH 402,40,"화4,화5","화4,화5","화4,화5",성적만P/F나감,N,1,,,,N,,,W30,리더십및문제해결
2016,1,언론정보문화학부,CCC30081,공연제작기획,1,주간,전공선택,김현중,3,40,Y,NMH 402,36,"월5,월6","월5,월6","월5,월6",일반과목,N,3,,,,N,,,,
2016,1,언론정보문화학부,CCC40046,매스미디어 연구,1,주간,전공선택,주재원,3,30,Y,NMH 402,26,"월2,목2","월2,목2","월2,목2",일반과목,Y,4,,,,N,,,,
2016,1,상담심리사회복지학부,CSW20012,성격심리학,3,주간,전공선택,이종환,3,40,Y,NMH 402,45,"목3,목4","목3,목4","목3,목4",일반과목,N,2,,,,N,,,,
2016,1,글로벌리더십학부,GEK10057,일반생물학,3,주간,교양선택필수,WilhelmHolzapfel,3,60,Y,NMH 403,76,"월2,목2","월2,목2","월2,목2",일반과목,Y,1,,,,N,,,W29,자연과학
2016,1,글로벌리더십학부,GEK10059,환경과 인간,3,주간,교양선택필수,김주일외 1명,3,50,Y,NMH 403,51,"월3,목3","월3,목3","월3,목3",일반과목,N,1,,,,N,,,W56,융복합
2016,1,글로벌리더십학부,GEK20058,성경의 이해,4,주간,교양선택필수,김완진,2,65,Y,NMH 403,70,"화2,금2","화2,금2","화2,금2",성적만P/F나감,N,2,,,,N,"1학년 우선 수강, 토레이 RC 분반",,W34,기독교신앙기초1
2016,1,글로벌리더십학부,GEK20058,성경의 이해,5,주간,교양선택필수,김완진,2,65,Y,NMH 403,68,"화3,금3","화3,금3","화3,금3",일반과목,N,2,,,,N,"1학년 우선 수강, 토레이 RC 분반",,W34,기독교신앙기초1
2016,1,글로벌리더십학부,GEK20058,성경의 이해,6,주간,교양선택필수,김완진,2,65,Y,NMH 403,65,"화4,금4","화4,금4","화4,금4",일반과목,N,2,,,,N,"1학년 우선 수강, 토레이 RC 분반",,W34,기독교신앙기초1
2016,1,글로벌리더십학부,GEK20059,기독교의 이해,1,주간,교양선택필수,김형겸,2,65,Y,NMH 403,80,"월5,목5","월5,목5","월5,목5",성적만P/F나감,N,2,,,,,"1학년 우선 수강, 손양원 RC 분반 권장",,W35,기독교신앙기초2
2016,1,글로벌리더십학부,GEK20062,기독교 변증학,1,주간,교양선택필수,김형겸,3,75,Y,NMH 403,80,"월6,목6","월6,목6","월6,목6",성적만P/F나감,N,2,,,,N,,,W09,세계관2
2016,1,글로벌리더십학부,GEK20062,기독교 변증학,3,주간,교양선택필수,김형겸,3,75,Y,NMH 403,75,"월7,목7","월7,목7","월7,목7",성적만P/F나감,N,2,,,,,,,W09,세계관2
2016,1,글로벌리더십학부,GEK20063,성경과 삶,1,주간,교양선택필수,김형겸,2,65,Y,NMH 403,44,"월4,목4","월4,목4","월4,목4",성적만P/F나감,N,2,,,,N,"1학년 우선 수강, 손양원 RC 분반",,W34,기독교신앙기초1
2016,1,글로벌리더십학부,GEK40091,교양특론2,2,주간,교양선택,김순권,3,60,Y,NMH 403,67,"수2,수3","수2,수3","수2,수3",일반과목,Y,4,,,,N,주제 : you can change the world,,W60,특론및개별연구
2016,1,글로벌리더십학부,GEK10011,창조와 진화,3,주간,교양선택필수,WilhelmHolzapfel,2,60,Y,NMH 404,62,"수3,수4","수3,수4","수3,수4",일반과목,Y,1,,,,N,100분 수업임(11:30~13:10),,W08,세계관1
2016,1,글로벌리더십학부,GEK10055,물리학 1,3,주간,교양선택필수,유태준,3,60,Y,NMH 404,61,"월2,목2","월2,목2","월2,목2",일반과목,N,1,,,,N,1학년 우선수강,,W29,자연과학
2016,1,글로벌리더십학부,GEK10088,서양의 역사와 문화,1,주간,교양선택필수,남철호,3,60,Y,NMH 404,58,"화4,화5","화4,화5","화4,화5",일반과목,N,1,,,,N,,,W27,인문학
2016,1,글로벌리더십학부,GEK10088,서양의 역사와 문화,2,주간,교양선택필수,남철호,3,60,Y,NMH 404,61,"화6,화7","화6,화7","화6,화7",일반과목,N,1,,,,N,,,W27,인문학
2016,1,글로벌리더십학부,GEK20016,신앙특론,1,주간,교양선택필수,최정훈,3,70,Y,NMH 404,90,"월3,목3","월3,목3","월3,목3",성적만P/F나감,N,1,,,,N,영성과 정체성,,W09,세계관2
2016,1,글로벌리더십학부,GEK20058,성경의 이해,10,주간,교양선택필수,Gregory T. Brown,2,65,Y,NMH 404,26,"월6,목6","월6,목6","월6,목6",일반과목,Y,2,,,,N,"1학년 우선 수강, Carmichael College RC 분반",,W34,기독교신앙기초1
2016,1,글로벌리더십학부,GEK20063,성경과 삶,2,주간,교양선택필수,최정훈,2,65,Y,NMH 404,34,"월4,목4","월4,목4","월4,목4",일반과목,N,2,,,,N,"1학년 우선 수강, 카이퍼 RC 분반",,W34,기독교신앙기초1
2016,1,글로벌리더십학부,GEK20063,성경과 삶,3,주간,교양선택필수,이경원,2,65,Y,NMH 404,64,"화2,금2","화2,금2","화2,금2",성적만P/F나감,N,2,,,,N,1학년 우선 수강,,W34,기독교신앙기초1
2016,1,글로벌리더십학부,GEK20063,성경과 삶,4,주간,교양선택필수,이경원,2,65,Y,NMH 404,34,"화3,금3","화3,금3","화3,금3",성적만P/F나감,N,2,,,,N,1학년 우선 수강,,W34,기독교신앙기초1
2016,1,언론정보문화학부,CCC20020,커뮤니케이션 이론,1,주간,전공선택,주재원,3,40,Y,NMH 405,40,"월3,목3","월3,목3","월3,목3",일반과목,Y,2,,,,N,,,,
2016,1,언론정보문화학부,CCC20053,현대사회와대중매체,1,주간,전공선택,장규열,3,40,Y,NMH 405,42,"화2,금2","화2,금2","화2,금2",일반과목,Y,1,,,,N,,,W18,전공기초
2016,1,언론정보문화학부,CCC20056,문화콘텐츠 세미나1,1,주간,전공선택,강두필,3,30,Y,NMH 405,29,"월2,목2","월2,목2","월2,목2",일반과목,N,2,,,,N,,,,
2016,1,언론정보문화학부,CCC20064,방송학개론,1,주간,전공선택,장규열,3,40,Y,NMH 405,46,"화4,금4","화4,금4","화4,금4",일반과목,N,2,,,,N,,,,
2016,1,언론정보문화학부,CCC20065,광고론,1,주간,전공선택,강두필,3,50,Y,NMH 405,37,"월1,목1","월1,목1","월1,목1",일반과목,N,2,,,,N,,,,
2016,1,언론정보문화학부,CCC20074,영상제작실습1,1,주간,전공선택,하민호,3,20,Y,NMH 405,25,"목6,목7","목6,목7","목6,목7",일반과목,N,2,,,,N,,,,
2016,1,언론정보문화학부,CCC20076,영상제작기초,1,주간,전공선택,강두필,3,0,Y,NMH 405,19,"목8,목9","목8,목9","목8,목9",일반과목,N,2,,,,N,,,,
2016,1,언론정보문화학부,CCC20092,드라마작법기초,1,주간,전공선택,이문원,3,25,Y,NMH 405,28,"월4,목4","월4,목4","월4,목4",일반과목,N,2,,,,N,,,,
2016,1,언론정보문화학부,CCC30053,광고/홍보 미디어플래닝,1,주간,전공선택,장규열,3,25,Y,NMH 405,25,"화6,금6","화6,금6","화6,금6",일반과목,N,3,,,,N,,,,
2016,1,언론정보문화학부,CCC30057,문화간 커뮤니케이션,1,주간,전공선택,신우열,3,30,Y,NMH 405,25,"화8,화9","화8,화9","화8,화9",일반과목,Y,3,,,,N,,,,
2016,1,언론정보문화학부,CCC40050,문화의 사회사,1,주간,전공선택,신순철,3,20,Y,NMH 405,11,"화3,금3","화3,금3","화3,금3",일반과목,N,4,,,,N,,,,
2016,1,언론정보문화학부,CCC40073,영화워크샵 캡스톤 디자인,1,주간,전공선택,하민호,3,20,Y,NMH 405,14,"수8,수9","수8,수9","수8,수9",일반과목,Y,4,,,,N,,,,
2016,1,언론정보문화학부,CCC40081,공연예술세미나,1,주간,전공선택,이문원,3,25,Y,NMH 405,19,"월5,목5","월5,목5","월5,목5",일반과목,N,4,,,,N,,,,
2016,1,언론정보문화학부,CCC40084,커뮤니케이션 세미나,1,주간,전공선택,주재원,3,30,Y,NMH 405,25,"수2,수3","수2,수3","수2,수3",일반과목,N,4,,,,N,,,,
2016,1,언론정보문화학부,CCC30083,연극제작,1,주간,전공선택,이문원,3,25,Y,NMH 406,12,"화6,화7","화6,화7","화6,화7",일반과목,N,3,,,,N,,,,
2016,1,언론정보문화학부,CCC30094,연기연출워크샵,1,주간,전공선택,최종률,3,25,Y,NMH 406,29,"화4,화5","화4,화5","화4,화5",일반과목,N,3,,,,N,,,,
2016,1,글로벌리더십학부,ENG20022,일반화학,1,주간,교양선택필수,황철원,3,0,Y,NMH 410A,15,"화6,금6","화6,금6","화6,금6",일반과목,N,1,GEK10058,1,C,N,고등학교 때 화학을 배우지 않은 학생들 우선수강,,W29,자연과학
2016,1,글로벌리더십학부,GCS10003,앱 프로그래밍,1,주간,교양선택필수,김상환,3,50,Y,NMH 410A,62,"월2,목2","월2,목2","월2,목2",일반과목,Y,1,,,,N,전학년 동시 수강신청. 해외학생 우선수강. 노트북 지참 요,,W58,프로그래밍기초
2016,1,글로벌리더십학부,GCS10004,파이썬 프로그래밍,1,주간,교양선택필수,최혜봉,3,50,Y,NMH 410A,58,"월4,목4","월4,목4","월4,목4",일반과목,Y,1,,,,N,전학년 동시 수강신청. 해외학생 우선수강. 노트북 지참 요,,W58,프로그래밍기초
2016,1,글로벌리더십학부,GCS10061,한문,2,주간,교양선택필수,이지락,3,60,Y,NMH 410A,18,"화4,금4","화4,금4","화4,금4",일반과목,N,1,,,,N,,,W55,소통
2016,1,글로벌리더십학부,GCS10061,한문,3,주간,교양선택필수,이지락,3,60,Y,NMH 410A,14,"화5,금5","화5,금5","화5,금5",일반과목,N,1,,,,N,,,W55,소통
2016,1,글로벌리더십학부,GEK10022,수화1,1,주간,교양선택,이지영,2,40,Y,NMH 410A,41,"월5,목5","월5,목5","월5,목5",성적만P/F나감,N,1,,,,N,,,W30,리더십및문제해결
2016,1,글로벌리더십학부,GEK10041,심리학개론,2,주간,교양선택,이혜주,3,60,Y,NMH 410A,57,"월6,목6","월6,목6","월6,목6",일반과목,Y,1,,,,N,,,W18,전공기초
2016,1,글로벌리더십학부,GEK10058,일반화학,1,주간,교양선택필수,황철원,3,0,Y,NMH 410A,54,"화6,금6","화6,금6","화6,금6",일반과목,N,1,GEK10058,1,D,N,고등학교 때 화학을 배우지 않은 학생들 우선수강,,W29,자연과학
2016,1,글로벌리더십학부,GEK10059,환경과 인간,1,주간,교양선택필수,황철원,3,60,Y,NMH 410A,60,"화2,금2","화2,금2","화2,금2",일반과목,N,1,,,,N,,,W56,융복합
2016,1,글로벌리더십학부,GEK10060,식품과 건강,1,주간,교양선택필수,신현길외 1명,3,60,Y,NMH 410A,27,"월3,목3","월3,목3","월3,목3",일반과목,N,1,,,,N,,,W56,융복합
2016,1,글로벌리더십학부,GEK10070,생활속의 생명과학,1,주간,교양선택필수,황철원,3,60,Y,NMH 410A,60,"화3,금3","화3,금3","화3,금3",일반과목,N,1,,,,N,,,W29,자연과학
2016,1,생명과학부,BFT30055,응용미생물학 실습,1,주간,전공선택,도형기,1,40,Y,NMH 410A,15,"월9,목9","월9,목9","월9,목9",일반과목,N,3,,,,N,,,,
2016,1,생명과학부,BFT40005,면역학 실습,1,주간,전공필수,송성규,1,20,Y,NMH 410A,20,"월8,목8","월8,목8","월8,목8",일반과목,N,4,,,,N,,,,
2016,1,생명과학부,BFT40005,면역학 실습,2,주간,전공필수,송성규,1,20,Y,NMH 410A,15,"화9,금9","화9,금9","화9,금9",일반과목,N,4,,,,N,,,,
2016,1,글로벌리더십학부,GEK10022,수화1,2,주간,교양선택,이지영,2,40,Y,NMH 410B,40,"월6,목6","월6,목6","월6,목6",성적만P/F나감,N,1,,,,N,,,W30,리더십및문제해결
2016,1,글로벌리더십학부,GEK10035,한국사(근현대사),1,주간,교양선택필수,정성일,3,60,Y,NMH 410B,33,"목2,목3","목2,목3","목2,목3",일반과목,Y,1,,,,,,,W27,인문학
2016,1,글로벌리더십학부,GEK10040,사회학개론,1,주간,교양선택필수,정태식,3,60,Y,NMH 410B,45,"월1,월2","월1,월2","월1,월2",일반과목,N,1,,,,N,,,W28,사회과학
2016,1,글로벌리더십학부,GEK10040,사회학개론,2,주간,교양선택필수,정태식,3,60,Y,NMH 410B,57,"월3,월4","월3,월4","월3,월4",일반과목,Y,1,,,,N,,,W28,사회과학
2016,1,글로벌리더십학부,GEK10058,일반화학,2,주간,교양선택필수,장태현,3,60,Y,NMH 410B,24,"월5,목5","월5,목5","월5,목5",일반과목,Y,1,,,,N,"
고등학교 때 화학을 배운 학생들 우선수강",,W29,자연과학
2016,1,Global EDISON Academy,GEA20004,Techno Entrepreneurial Practicum II,1,주간,전공필수,유인철,2,40,Y,NMH 410B,18,"금4,금5","금4,금5","금4,금5",일반과목,N,2,,,,N,,,,
2016,1,언론정보문화학부,CCC30035,사이버문화론,1,주간,전공선택,신순철,3,20,Y,NMH 410B,20,"화2,금2","화2,금2","화2,금2",일반과목,N,3,,,,N,,,,
2016,1,언론정보문화학부,CCC40044,저널리즘 제작실습,1,주간,전공선택,주재원,3,20,Y,NMH 410B,9,"화5,화6","화5,화6","화5,화6",일반과목,N,4,,,,N,,,,
2016,1,언론정보문화학부,CCC40094,미디어특강,1,주간,전공선택,신우열,3,30,Y,NMH 410B,29,"수2,수3","수2,수3","수2,수3",일반과목,Y,4,,,,N,,,,
2016,1,글로벌리더십학부,GEK10094,일반화학실험,1,주간,교양선택필수,황철원,1,20,Y,NMH 411,15,"목8,목9","목8,목9","목8,목9",성적만P/F나감,N,1,,,,N,,,W29,자연과학
2016,1,Global EDISON Academy,GEA30021,창의종합설계 1,1,주간,전공필수,Abraham Lee,3,40,Y,NTH 113,13,"화4,화5","화4,화5","화4,화5",일반과목,Y,3,,,,N,,,,
2016,1,기계제어공학부,HMM30006,기전융합종합설계I,1,주간,전공필수,배건웅,3,40,Y,NTH 118,25,"금5,금6,금7","금5,금6,금7","금5,금6,금7",일반과목,Y,3,,,,N,,,,
2016,1,기계제어공학부,HMM30011,기전시스템 디지털제어,1,주간,전공선택,나원상,3,30,Y,NTH 118,16,"수1,수2,수3","수1,수2,수3","수1,수2,수3",일반과목,Y,3,,,,N,,,,
2016,1,기계제어공학부,HMM30055,계측공학,1,주간,전공선택,김재효,3,30,Y,NTH 118,30,"화5,화6,화7","화5,화6,화7","화5,화6,화7",일반과목,Y,3,,,,N,,,,
2016,1,기계제어공학부,HMM20028,제어회로 실험,1,주간,전공선택,김영근,2,30,Y,NTH 120B,33,"화5,화6,화7","화5,화6,화7","화5,화6,화7",일반과목,Y,2,,,,N,,,,
2016,1,기계제어공학부,HMM20028,제어회로 실험,2,주간,전공선택,김영근,2,30,Y,NTH 120B,33,"수1,수2,수3","수1,수2,수3","수1,수2,수3",일반과목,Y,2,,,,N,,,,
2016,1,기계제어공학부,HMM20028,제어회로 실험,3,주간,전공선택,김영근,2,30,Y,NTH 120B,30,"금5,금6,금7","금5,금6,금7","금5,금6,금7",일반과목,Y,2,,,,N,,,,
2016,1,기계제어공학부,HMM30018,임베디드 컨트롤러 1,1,주간,전공선택,배건웅,3,30,Y,NTH 120B,33,"월6,목6,목7","월6,목6,목7","월6,목6,목7",일반과목,N,3,,,,N,,,,
2016,1,기계제어공학부,HMM30055,계측공학,2,주간,전공선택,김재효,3,30,Y,NTH 120B,29,"수8,수9,수10","수8,수9,수10","수8,수9,수10",일반과목,Y,3,,,,,,,,
2016,1,공간환경시스템공학부,CUE40009,건축설계4,1,주간,전공선택,알버트 두순 김,4,15,Y,NTH 211,18,"목5,목6,목7,목8","목5,목6,목7,목8","목5,목6,목7,목8",일반과목,N,4,,,,N,,,,
2016,1,글로벌리더십학부,GEK10053,미분방정식과 응용,1,주간,교양선택필수,이처경,3,40,Y,NTH 212,32,"월6,목6","월6,목6","월6,목6",일반과목,Y,1,,,,N,,,W29,자연과학
2016,1,공간환경시스템공학부,CUE20003,제도 및 CAD 실습,1,주간,전공선택,알버트 두순 김외 1명,4,20,Y,NTH 212,15,"화5,화6,화7,화8","화5,화6,화7,화8","화5,화6,화7,화8",일반과목,Y,2,,,,N,,,,
2016,1,공간환경시스템공학부,CUE20003,제도 및 CAD 실습,2,주간,전공선택,알버트 두순 김외 1명,4,20,Y,NTH 212,20,"금5,금6,금7,금8","금5,금6,금7,금8","금5,금6,금7,금8",일반과목,Y,2,,,,N,,,,
2016,1,공간환경시스템공학부,CUE20051,유체역학,1,주간,전공선택,안경모,3,30,Y,NTH 212,10,"화2,금2","화2,금2","화2,금2",일반과목,Y,2,,,,N,,,,
2016,1,공간환경시스템공학부,CUE30003,구조공학 및 설계,1,주간,전공선택,정상모,3,40,Y,NTH 212,10,"화3,금3","화3,금3","화3,금3",일반과목,Y,3,,,,N,,,,
2016,1,공간환경시스템공학부,CUE30005,건축계획총론,1,주간,전공선택,이대준,3,30,Y,NTH 212,17,"월3,목3","월3,목3","월3,목3",일반과목,N,3,,,,N,,,,
2016,1,공간환경시스템공학부,CUE30012,다공성매질공학,1,주간,전공선택,이처경,3,30,Y,NTH 212,8,"월1,목1","월1,목1","월1,목1",일반과목,Y,3,,,,N,,1,,
2016,1,공간환경시스템공학부,CUE30031,환경생태공학1,1,주간,전공선택,안경모외 1명,3,30,Y,NTH 212,12,"월5,목5","월5,목5","월5,목5",일반과목,Y,3,,,,N,,,,
2016,1,공간환경시스템공학부,CUE30051,토지이용계획 및 개발,1,주간,전공선택,구자문,3,50,Y,NTH 212,38,"월2,목2","월2,목2","월2,목2",일반과목,Y,3,,,,N,,,,
2016,1,공간환경시스템공학부,CUE40012,에너지-환경 기술융합 세미나,1,주간,전공선택,정상모,1,30,Y,NTH 212,31,수2,수2,수2,성적만P/F나감,N,4,,,,,,,,
2016,1,공간환경시스템공학부,CUE40052,환경영향평가,1,주간,전공선택,구자문외 1명,3,40,Y,NTH 212,22,"화1,금1","화1,금1","화1,금1",일반과목,Y,4,,,,N,,,,
2016,1,글로벌리더십학부,GCS10014,논리와 비판적 사고,1,주간,교양선택필수,전재원,3,40,Y,NTH 213,34,"월2,월3","월2,월3","월2,월3",일반과목,N,1,,,,,,,W55,소통
2016,1,글로벌리더십학부,GCS10041,프랑스어1,1,주간,교양선택,정덕재,3,25,Y,NTH 213,24,"화2,목2","화2,목2","화2,목2",일반과목,N,1,,,,N,수강제한(프랑스어권에서 1년 이상 교육을 받았거나 거주한 경우 수강할 수 없음),,W24,제2외국어
2016,1,글로벌리더십학부,GCS10041,프랑스어1,2,주간,교양선택,정덕재,3,25,Y,NTH 213,15,"화3,목3","화3,목3","화3,목3",일반과목,N,1,,,,N,수강제한(프랑스어권에서 1년 이상 교육을 받았거나 거주한 경우 수강할 수 없음),,W24,제2외국어
2016,1,글로벌리더십학부,GEK10021,생활체육 1,2,주간,교양선택,배치헌,1,25,Y,NTH 213,12,"목5,목6","목5,목6","목5,목6",성적만P/F나감,N,1,,,,N,테니스,1,W31,스포츠
2016,1,글로벌리더십학부,GEK10021,생활체육 1,3,주간,교양선택,윤영철,1,20,Y,NTH 213,12,"토1,토2","토1,토2","토1,토2",성적만P/F나감,N,1,,,,N,테니스,,W31,스포츠
2016,1,글로벌리더십학부,GEK10077,창의적 문제해결 리더십,1,주간,교양선택,김정원,2,30,Y,NTH 213,30,"화6,화7","화6,화7","화6,화7",성적만P/F나감,N,1,,,,N,,,W30,리더십및문제해결
2016,1,글로벌리더십학부,GEK20021,생활체육 2,2,주간,교양선택,배치헌,1,25,Y,NTH 213,24,"목7,목8","목7,목8","목7,목8",성적만P/F나감,N,1,,,,N,테니스,,W31,스포츠
2016,1,글로벌리더십학부,GEK20021,생활체육 2,3,주간,교양선택,윤영철,1,20,Y,NTH 213,7,"토3,토4","토3,토4","토3,토4",성적만P/F나감,N,1,,,,N,테니스,1,W31,스포츠
2016,1,글로벌리더십학부,GEK30007,직업과 소명,1,주간,교양선택,한윤식,1,40,Y,NTH 213,32,월7,월7,월7,성적만P/F나감,N,1,,,,N,,,W30,리더십및문제해결
2016,1,창의융합교육원,CCE32001,교육공학 및 방법,1,주간,전공필수,이정미,3,35,Y,NTH 213,22,"화4,화5","화4,화5","화4,화5",일반과목,N,3,,,,N,,,,
2016,1,전산전자공학부,ECE40093,캡스톤디자인,3,주간,전공선택,이종원외 2명,4,0,Y,NTH 213,25,"수8,금7","수8,금7","수8,금7",일반과목,N,4,,,,N,,,,
2016,1,공간환경시스템공학부,CUE20014,에너지와 디자인,1,주간,전공선택,이대준,3,30,Y,NTH 213,9,"월5,월6","월5,월6","월5,월6",일반과목,N,2,,,,N,,,,
2016,1,기계제어공학부,HMM20031,열역학,2,주간,전공필수,이재영,3,40,Y,NTH 214,35,"월3,목3","월3,목3","월3,목3",일반과목,N,2,,,,,,,,
2016,1,기계제어공학부,HMM40029,수치해석,1,주간,전공선택,김영근,3,30,Y,NTH 214,37,"화3,금3","화3,금3","화3,금3",일반과목,Y,4,,,,N,,,,
2016,1,기계제어공학부,HMM40037,기전융합종합설계 II,1,주간,전공필수,이권영,3,40,Y,NTH 214,42,"금5,금6,금7","금5,금6,금7","금5,금6,금7",일반과목,Y,4,,,,N,,,,
2016,1,기계제어공학부,HMM40039,CAE기계설계해석,1,주간,전공선택,이종선,3,30,Y,NTH 214,24,"화1,금1,금2","화1,금1,금2","화1,금1,금2",일반과목,Y,4,,,,N,,,,
2016,1,기계제어공학부,HMM40047,연소와 엔진,1,주간,전공선택,이권영,3,40,Y,NTH 214,37,"화4,금4","화4,금4","화4,금4",일반과목,Y,4,,,,N,,,,
2016,1,기계제어공학부,HMM40053,현대제어 이론 및 응용,1,주간,전공선택,나원상,3,30,Y,NTH 214,10,"월4,목3,목4","월4,목3,목4","월4,목3,목4",일반과목,Y,4,,,,N,,1,,
2016,1,공간환경시스템공학부,CUE20003,제도 및 CAD 실습,3,주간,전공선택,김은광,4,20,Y,NTH 215,14,"목5,목6,목7,목8","목5,목6,목7,목8","목5,목6,목7,목8",일반과목,Y,2,,,,,,1,,
2016,1,공간환경시스템공학부,CUE30062,도시계획 및 설계실습,1,주간,전공선택,김주일,4,20,Y,NTH 215,12,"월5,월6,월7,월8","월5,월6,월7,월8","월5,월6,월7,월8",일반과목,Y,3,,,,N,,,,
2016,1,공간환경시스템공학부,CUE40003,건축설계3,1,주간,전공선택,이대준,4,20,Y,NTH 217,15,"목5,목6,목7,목8","목5,목6,목7,목8","목5,목6,목7,목8",일반과목,Y,3,,,,N,,,,
2016,1,공간환경시스템공학부,CUE30030,공간수치해석,1,주간,전공선택,이처경,3,30,Y,NTH 218,10,"월2,목2","월2,목2","월2,목2",일반과목,Y,3,,,,N,,,,
2016,1,공간환경시스템공학부,CUE40053,지형정보시스템,1,주간,전공선택,박성우,3,35,Y,NTH 218,34,"화2,금2","화2,금2","화2,금2",일반과목,N,4,,,,N,,,,
2016,1,공간환경시스템공학부,CUE30001,건축설계1,1,주간,전공선택,김학철,4,15,Y,NTH 220,24,"월5,월6,월7,월8","월5,월6,월7,월8","월5,월6,월7,월8",일반과목,Y,2,,,,N,,,,
2016,1,공간환경시스템공학부,CUE30001,건축설계1,2,주간,전공선택,김학철,4,15,Y,NTH 220,36,"화5,화6,화7,화8","화5,화6,화7,화8","화5,화6,화7,화8",일반과목,Y,2,,,,N,,,,
2016,1,Global EDISON Academy,GEA20053,Entrepreneurial Communication,1,주간,전공선택,김기홍,3,40,Y,NTH 310,10,"화3,금3","화3,금3","화3,금3",일반과목,Y,3,,,,N,,,,
2016,1,전산전자공학부,ECE20016,자바프로그래밍언어,1,주간,전공선택,김영섭,3,40,Y,NTH 310,33,"월5,목5","월5,목5","월5,목5",일반과목,N,2,,,,N,,,,
2016,1,전산전자공학부,ECE20016,자바프로그래밍언어,2,주간,전공선택,김영섭,3,40,Y,NTH 310,29,"월6,목6","월6,목6","월6,목6",일반과목,N,2,,,,N,,,,
2016,1,전산전자공학부,ECE20051,회로이론 1,1,주간,전공선택,한윤식,3,40,Y,NTH 310,8,"월2,목2","월2,목2","월2,목2",일반과목,N,2,,,,N,,,,
2016,1,전산전자공학부,ECE20051,회로이론 1,2,주간,전공선택,한윤식,3,40,Y,NTH 310,40,"월3,목3","월3,목3","월3,목3",일반과목,N,2,,,,N,,,,
2016,1,전산전자공학부,ECE30051,전자회로 1,1,주간,전공선택,김영식,3,40,Y,NTH 310,41,"화2,금2","화2,금2","화2,금2",일반과목,Y,3,,,,N,,,,
2016,1,전산전자공학부,ECE30092,공학프로젝트 기획,1,주간,전공선택,이강,2,0,Y,NTH 310,33,"수4,금7","수4,금7","수4,금7",성적만P/F나감,N,3,,,,N,,,,
2016,1,전산전자공학부,ECE40061,초고주파공학,1,주간,전공선택,김영식,3,40,Y,NTH 310,11,"화5,금5","화5,금5","화5,금5",일반과목,N,4,,,,N,,,,
2016,1,기계제어공학부,HMM20075,에너지 시스템 세미나,1,주간,전공선택,이권영,1,40,Y,NTH 310,43,월4,월4,월4,성적만P/F나감,N,2,,,,,,,,
2016,1,Global EDISON Academy,GEA20022,Entrepreneurial Law,1,주간,전공선택,김기홍,3,40,Y,NTH 311,4,"월4,수4","월4,수4","월4,수4",일반과목,Y,2,,,,N,,1,,
2016,1,Global EDISON Academy,GEA20056,모의 투자와 핀테크 콘텐츠 개발,1,주간,전공선택,김학주,3,50,Y,NTH 311,13,"수2,수3","수2,수3","수2,수3",일반과목,N,2,,,,N,,,,
2016,1,전산전자공학부,ECE20010,데이타구조,1,주간,전공선택,김영섭,3,40,Y,NTH 311,14,"월3,목3","월3,목3","월3,목3",일반과목,N,2,,,,N,,,,
2016,1,전산전자공학부,ECE30021,운영체제,2,주간,전공선택,김호준,3,40,Y,NTH 311,41,"화6,금6","화6,금6","화6,금6",일반과목,N,3,,,,N,,,,
2016,1,전산전자공학부,ECE30063,반도체소자,1,주간,전공선택,박영춘,3,40,Y,NTH 311,23,"화4,금4","화4,금4","화4,금4",일반과목,N,3,,,,N,,,,
2016,1,전산전자공학부,ECE40012,컴파일러이론,1,주간,전공선택,성금영,3,20,Y,NTH 311,37,"화3,금3","화3,금3","화3,금3",일반과목,Y,4,,,,,,,,
2016,1,전산전자공학부,ECE40084,디지털신호처리 입문,1,주간,전공선택,황성수,3,40,Y,NTH 311,19,"월2,목2","월2,목2","월2,목2",일반과목,Y,4,,,,N,,,,
2016,1,전산전자공학부,ITP20007,Logic Design,1,주간,전공선택,홍신,3,40,Y,NTH 311,44,"화2,금2","화2,금2","화2,금2",일반과목,Y,2,,,,N,,,,
2016,1,전산전자공학부,ITP40003,Computer Graphics,1,주간,전공선택,이건,3,20,Y,NTH 311,25,"월5,목5","월5,목5","월5,목5",일반과목,Y,4,,,,,,,,
2016,1,글로벌리더십학부,GEK10066,공간학입문,1,주간,교양선택,알버트 두순 김외 2명,3,80,Y,NTH 313,75,"화2,금2","화2,금2","화2,금2",일반과목,N,1,,,,N,,,W18,전공기초
2016,1,전산전자공학부,ECE30012,객체지향 설계패턴,1,주간,전공선택,김기석,3,30,Y,NTH 313,35,"월2,목2","월2,목2","월2,목2",일반과목,N,3,,,,N,,,,
2016,1,전산전자공학부,ECE30021,운영체제,1,주간,전공선택,김호준,3,50,Y,NTH 313,74,"화5,금5","화5,금5","화5,금5",일반과목,N,3,,,,N,,,,
