Buildfile: /Users/IK/Project/HongLab/classRoomAssignment_Ver2/build.xml

init:
   [delete] Deleting directory /Users/IK/Project/HongLab/classRoomAssignment_Ver2/bin
    [mkdir] Created dir: /Users/IK/Project/HongLab/classRoomAssignment_Ver2/bin

build:
    [javac] /Users/IK/Project/HongLab/classRoomAssignment_Ver2/build.xml:18: warning: 'includeantruntime' was not set, defaulting to build.sysclasspath=last; set to false for repeatable builds
    [javac] Compiling 10 source files to /Users/IK/Project/HongLab/classRoomAssignment_Ver2/bin
    [javac] warning: [options] bootstrap class path not set in conjunction with -source 1.7
    [javac] 1 warning

BUILD SUCCESSFUL
Total time: 0 seconds
GCS10062.11, GCS10033.3, 4
GCS10062.2, GCS10001.2, 2
GCS10062.3, GCS10001.1, 2
GCS10062.3, GCS10002.6, 2
GCS10062.3, GCS10027.2, 2
GCS10062.4, GCS10001.2, 2
GCS10062.4, GCS10037.9, 2
GCS10062.5, GCS10037.8, 2
GCS10062.6, GCS10001.3, 2
GCS10062.6, GCS10033.3, 2
GCS10062.7, GCS10033.2, 2
GCS10062.7, GCS10037.12, 2
GCS10062.8, GCS10001.3, 2
GCS10062.8, GCS10002.7, 2
GCS10062.8, GCS10033.3, 2
GCS10062.9, GCS10012.1, 2
GCS20001.1, CSW20054.1, 2
GCS20001.1, ECE20010.2, 2
GCS20001.10, GCS10002.5, 2
GCS20001.10, GCS10039.2, 2
GCS20001.11, CSW30026.2, 2
GCS20001.11, ECE20051.3, 2
GCS20001.11, ECE30051.1, 2
GCS20001.11, ECE30063.1, 2
GCS20001.12, BFT30016.1, 2
GCS20001.12, CSW20012.2, 4
GCS20001.12, ECE40012.1, 2
GCS20001.13, CCC30094.1, 1
GCS20001.13, CSW30012.1, 2
GCS20001.13, ECE30021.1, 2
GCS20001.13, GCS10053.9, 2
GCS20001.14, ECE40012.1, 2
GCS20001.15, CSW20085.1, 2
GCS20001.15, ECE30021.2, 2
GCS20001.15, ECE30063.1, 2
GCS20001.16, CCC20065.1, 2
GCS20001.16, CSW20012.3, 1
GCS20001.16, CSW30017.1, 4
GCS20001.16, CUE20052.1, 2
GCS20001.16, ECE20051.2, 2
GCS20001.16, GCS10037.6, 2
GCS20001.17, BFT20001.1, 2
GCS20001.17, CSW20001.1, 2
GCS20001.17, CSW20065.1, 2
GCS20001.17, GCS10007.1, 2
GCS20001.2, CSW30026.2, 2
GCS20001.2, ECE20051.3, 2
GCS20001.4, CSW20065.1, 2
GCS20001.4, CSW30009.1, 1
GCS20001.5, CSW40052.1, 2
GCS20001.7, CSW20001.1, 2
GCS20001.7, CSW20012.3, 2
GCS20001.7, CSW40015.1, 2
GCS20001.7, GCS10002.2, 2
GCS20001.8, CSW20005.2, 2
GCS20001.8, CSW30035.1, 2
GCS20001.8, GCS10058.1, 4
GCS20002.1, CCC40081.1, 2
GCS20002.1, GCS10058.1, 2
GCS20002.10, CSW20012.1, 2
GCS20002.10, CUE20051.1, 2
GCS20002.12, CSW20012.2, 2
GCS20002.12, CSW20079.1, 2
GCS20002.13, BFT20002.1, 2
GCS20002.13, BFT30001.1, 4
GCS20002.13, CCC20086.1, 2
GCS20002.14, ECE20010.2, 2
GCS20002.15, BFT40013.1, 2
GCS20002.15, GCS10007.3, 2
GCS20002.16, CCE22001.1, 4
GCS20002.2, BFT40012.1, 2
GCS20002.4, CUE30012.1, 2
GCS20002.5, GCS10001.7, 2
GCS20002.5, GCS10041.2, 1
GCS20002.6, GCS10001.4, 2
GCS20002.6, GCS10004.1, 2
GCS20002.7, CCE20005.1, 2
GCS20002.7, CSW20005.2, 2
GCS20002.7, GCS10001.5, 2
GCS20002.7, GCS20001.17, 2
GCS20002.8, CCE24001.1, 1
GCS20002.8, CSW20005.2, 2
GCS20002.8, GCS10058.1, 2
GCS20002.8, GCS20001.7, 2
GCS20002.9, CSW20012.1, 2
GCS20005.1, BFT40001.1, 4
GCS20005.1, CCE20005.1, 2
GCS20005.1, CSW20005.1, 4
GCS20005.1, CSW40052.1, 2
GCS20005.2, BFT20001.1, 2
GCS20005.2, BFT40012.1, 2
GCS20005.2, CSW20065.1, 2
GCS20005.2, CSW30025.1, 2
GCS20005.2, CUE30051.1, 2
GCS20005.2, GCS20001.5, 2
GCS20005.3, CSW20065.1, 2
GCS20005.3, CSW30009.1, 1
GCS20005.3, GCS10003.1, 2
GCS20005.3, GCS10019.1, 2
GCS20005.3, GCS20001.16, 2
GCS20006.1, CSW20012.2, 2
GCS20006.1, CUE40052.1, 2
GCS20006.1, ECE20010.2, 2
GCS20006.1, GCS20001.11, 4
GCS20006.1, GCS20002.9, 2
GCS20006.2, BFT30001.1, 2
GCS20006.2, CCC20064.1, 2
GCS20006.2, CCC30094.1, 1
GCS20006.2, CSW20012.1, 4
GCS20006.2, CSW20015.1, 2
GCS20006.2, CSW30056.1, 2
GCS20006.2, CUE40053.1, 2
GCS20006.2, GCS20002.12, 2
GCS20008.1, CSW40052.1, 1
GCS20008.1, GCS20002.3, 1
GCS20008.1, GCS20008.1, 19
GCS20008.2, CCE24001.1, 1
GCS20008.2, CUE20002.1, 1
GCS20008.2, GCS10007.1, 1
GCS20008.2, GCS20008.2, 15
GCS20009.1, CCC20064.1, 2
GCS30008.1, GCS10001.5, 2
GCS30008.1, GCS10001.7, 2
GCS30008.1, GCS10041.2, 1
GCS30008.1, GCS10057.1, 2
GCS30009.1, GCS10007.3, 2
GCS30009.1, GCS10016.2, 4
GEA20002.1, CSW20001.1, 1
GEA20002.1, CSW30025.1, 1
GEA20002.1, GCS10007.1, 1
GEA20002.1, GCS10052.2, 1
GEA20002.1, GCS10052.4, 1
GEA20002.1, GEA20002.1, 22
GEA20004.1, CCC30053.1, 1
GEA20004.1, GEA20004.1, 10
GEA20008.1, ECE20057.1, 1
GEA20008.1, GCS10014.1, 1
GEA20008.1, GCS10037.5, 1
GEA20018.1, GCS20001.15, 1
GEA20018.1, GEA20018.1, 7
GEA20051.1, GCS10002.6, 2
GEA20051.1, GCS10037.7, 2
GEA20051.1, GCS20006.1, 4
GEA20053.1, CCC20053.1, 2
GEA20053.1, CSW20012.1, 2
GEA20053.1, CUE40053.1, 2
GEA20053.1, GEA20004.1, 2
GEA20053.1, GEA20016.1, 6
GEA20055.1, GCS30008.1, 2
GEA20057.1, ECE30030.1, 4
GEA30011.1, GCS10003.1, 1
GEA30020.1, CSW20001.1, 1
GEA30020.1, GCS10002.4, 1
GEA30020.1, GCS10007.1, 1
GEA30020.1, GEA20022.1, 1
GEA30020.1, GEA30020.1, 11
GEA30021.1, GEA20053.1, 1
GEA30021.1, GEA30021.1, 6
GEA40004.1, GEA30021.1, 1
GEA40004.1, GEA40004.1, 2
GEE20034.1, CUE40052.1, 2
GEE20034.1, ECE20010.2, 2
GEE20034.1, ECE40012.1, 4
GEE20034.1, GCS10002.5, 2
GEE20034.1, GCS20001.11, 2
GEE20034.1, GCS20002.13, 2
GEE20034.1, GCS20002.9, 2
GEE20034.1, GCS20006.2, 6
GEE30023.1, CSW20005.1, 4
GEE30023.1, CSW20005.2, 2
GEE30023.1, GCS20008.1, 2
GEK10015.2, GCS10001.4, 2
GEK10015.2, GCS10003.1, 1
GEK10015.2, GCS10041.1, 2
GEK10015.2, GCS10055.1, 1
GEK10015.2, GCS20001.5, 1
GEK10015.2, GCS30008.1, 1
GEK10021.2, CUE20002.1, 1
GEK10021.2, GEK10021.2, 5
GEK10021.7, GEK10021.7, 10
GEK10022.1, BFT30020.1, 2
GEK10022.1, CCC20092.1, 2
GEK10022.1, CSW20012.3, 3
GEK10022.1, CSW20020.1, 2
GEK10022.1, CSW30006.1, 2
GEK10022.1, CSW30025.1, 2
GEK10022.1, CUE20002.1, 2
GEK10022.1, ECE30011.1, 6
GEK10022.1, GCS10002.2, 2
GEK10022.1, GCS10004.1, 2
GEK10022.1, GCS10007.1, 6
GEK10022.2, BFT20001.1, 3
GEK10022.2, BFT30027.1, 2
GEK10022.2, CCC20050.1, 2
GEK10022.2, CSW20005.2, 2
GEK10022.2, CSW30035.1, 2
GEK10022.2, GCS10001.6, 4
GEK10022.2, GCS10058.1, 2
GEK10030.1, BFT30016.1, 2
GEK10030.1, CCC40050.1, 2
GEK10030.1, CSW20012.2, 4
GEK10030.1, CSW20021.1, 2
GEK10030.1, CSW20054.1, 6
GEK10030.1, ECE20010.2, 2
GEK10030.1, ECE40012.1, 6
GEK10030.1, GCS10001.2, 8
GEK10030.1, GCS10002.5, 2
GEK10030.1, GCS10002.7, 8
GEK10030.1, GCS10037.12, 2
GEK10030.1, GCS10037.3, 6
GEK10030.1, GCS10039.2, 2
GEK10030.1, GCS10041.2, 1
GEK10030.1, GCS10062.1, 2
GEK10030.1, GCS10062.3, 2
GEK10030.1, GCS10062.9, 4
GEK10030.1, GCS20001.11, 2
GEK10030.1, GCS20001.2, 2
GEK10030.1, GCS20002.10, 2
GEK10030.1, GCS20002.13, 2
GEK10030.1, GCS20006.2, 2
GEK10030.1, GEA20051.1, 6
GEK10035.1, GEK10035.1, 13
GEK10035.2, GCS10004.1, 1
GEK10035.2, GCS10007.1, 1
GEK10035.2, GEK10035.2, 31
GEK10038.1, GCS10001.5, 1
GEK10038.1, GCS10052.7, 1
GEK10038.1, GCS10058.2, 1
GEK10038.1, GEK10038.1, 14
GEK10038.2, CCE20003.1, 3
GEK10038.2, ECE20016.1, 1
GEK10038.2, ECE20057.1, 2
GEK10038.2, GCS10001.4, 2
GEK10038.2, GCS10001.6, 1
GEK10038.2, GCS10050.6, 1
GEK10038.2, GEK10038.2, 21
GEK10038.3, GCS10002.4, 2
GEK10038.3, GEK10038.3, 28
GEK10040.1, GEK10040.1, 33
GEK10040.2, CCC40046.1, 1
GEK10040.2, CCC40081.1, 1
GEK10040.2, CCE20003.1, 1
GEK10040.2, CSW20005.2, 1
GEK10040.2, CSW30063.1, 1
GEK10040.2, CUE20014.1, 1
GEK10040.2, CUE30051.1, 1
GEK10040.2, ECE20057.1, 1
GEK10040.2, ECE30012.1, 1
GEK10040.2, GCS10003.1, 1
GEK10040.2, GCS10007.2, 2
GEK10040.2, GCS10037.5, 2
GEK10040.2, GCS10055.1, 1
GEK10040.2, GCS20001.5, 1
GEK10040.2, GCS20001.7, 1
GEK10040.2, GCS20002.4, 1
GEK10040.2, GEK10040.2, 33
GEK10041.1, BFT20001.1, 2
GEK10041.1, CSW20065.1, 4
GEK10041.1, CUE20005.1, 2
GEK10041.1, ECE20051.1, 2
GEK10041.1, GCS10001.4, 18
GEK10041.1, GCS10003.1, 2
GEK10041.1, GCS10007.1, 12
GEK10041.1, GCS10008.1, 2
GEK10041.1, GCS10019.1, 6
GEK10041.1, GCS10033.4, 2
GEK10041.1, GCS10037.10, 4
GEK10041.1, GCS10041.1, 5
GEK10041.1, GCS10050.2, 4
GEK10041.1, GCS10050.4, 4
GEK10041.1, GCS10052.10, 12
